text,sentiment,cleaned_text
Dealing with disappointed after a disappointing day at the event.,sad,dealing with disappointed after a disappointing day at the event
Dealing with angry after a terrible day at the competition.,loneliness,dealing with angry after a terrible day at the competition
"Struggling with a bad failure, so upset.",sad,struggling with a bad failure so upset
Feeling lonely after a rough performance.,frustration,feeling lonely after a rough performance
"The performance was disappointing, feeling upset now.",disappointment,the performance was disappointing feeling upset now
Feeling upset after a terrible performance.,disappointment,feeling upset after a terrible performance
stressful experience at home left me angry.,despair,stressful experience at home left me angry
"The performance was challenging, feeling angry now.",loneliness,the performance was challenging feeling angry now
"Struggling with a terrible delay, so lonely.",loneliness,struggling with a terrible delay so lonely
bad experience at the event left me upset.,frustration,bad experience at the event left me upset
Dealing with heartbroken after a rough day at work.,frustration,dealing with heartbroken after a rough day at work
"The exam was awful, feeling disappointed now.",disappointment,the exam was awful feeling disappointed now
"The performance was disappointing, feeling angry now.",heartbreak,the performance was disappointing feeling angry now
Feeling disappointed after a bad meeting.,loneliness,feeling disappointed after a bad meeting
Dealing with angry after a disappointing day at school.,despair,dealing with angry after a disappointing day at school
Feeling sad after a rough performance.,frustration,feeling sad after a rough performance
Dealing with sad after a rough day at the event.,disappointment,dealing with sad after a rough day at the event
"Struggling with a bad misunderstanding, so angry.",sad,struggling with a bad misunderstanding so angry
Feeling heartbroken after a challenging performance.,disappointment,feeling heartbroken after a challenging performance
"Struggling with a bad misunderstanding, so frustrated.",heartbreak,struggling with a bad misunderstanding so frustrated
"The trip was rough, feeling lonely now.",frustration,the trip was rough feeling lonely now
"The trip was bad, feeling disappointed now.",disappointment,the trip was bad feeling disappointed now
"Struggling with a awful loss, so frustrated.",loneliness,struggling with a awful loss so frustrated
Dealing with lonely after a stressful day at school.,disappointment,dealing with lonely after a stressful day at school
Dealing with heartbroken after a stressful day at the event.,despair,dealing with heartbroken after a stressful day at the event
Feeling frustrated after a rough game.,frustration,feeling frustrated after a rough game
"The game was stressful, feeling disappointed now.",disappointment,the game was stressful feeling disappointed now
"Struggling with a disappointing failure, so angry.",disappointment,struggling with a disappointing failure so angry
Dealing with heartbroken after a terrible day at school.,frustration,dealing with heartbroken after a terrible day at school
bad experience at school left me sad.,frustration,bad experience at school left me sad
rough experience at school left me lonely.,heartbreak,rough experience at school left me lonely
"Struggling with a stressful conflict, so frustrated.",despair,struggling with a stressful conflict so frustrated
Dealing with sad after a disappointing day at the event.,anger,dealing with sad after a disappointing day at the event
bad experience at work left me angry.,heartbreak,bad experience at work left me angry
"The trip was awful, feeling upset now.",anger,the trip was awful feeling upset now
Feeling angry after a terrible meeting.,loneliness,feeling angry after a terrible meeting
"The trip was awful, feeling frustrated now.",sad,the trip was awful feeling frustrated now
"Struggling with a challenging loss, so heartbroken.",loneliness,struggling with a challenging loss so heartbroken
stressful experience at the event left me heartbroken.,sad,stressful experience at the event left me heartbroken
Feeling lonely after a awful trip.,disappointment,feeling lonely after a awful trip
Feeling frustrated after a disappointing meeting.,loneliness,feeling frustrated after a disappointing meeting
