text,sentiment,cleaned_text
"Trying out photography today, nothing special.",other,trying out photography today nothing special
Enjoying a joyful day exploring at the festival! #ArtLife,hopeful,enjoying a joyful day exploring at the festival #artlife
"Trying out baking today, nothing special.",negative,trying out baking today nothing special
"Trying out traveling today, nothing special.",indifference,trying out traveling today nothing special
"Trying out yoga today, nothing special.",jealousy,trying out yoga today nothing special
"Spending time hiking at gym, feeling okay.",determination,spending time hiking at gym feeling okay
"Trying out studying today, nothing special.",inspired,trying out studying today nothing special
Just another day photography at the gym.,regret,just another day photography at the gym
Can’t wait to go photography at the cafe! #ChasingDreams,curiosity,cant wait to go photography at the cafe #chasingdreams
Just another day studying at the garden.,tenderness,just another day studying at the garden
Just another day studying at the museum.,embarrassed,just another day studying at the museum
"Trying out meditating today, nothing special.",desolation,trying out meditating today nothing special
"Trying out gardening today, nothing special.",playful,trying out gardening today nothing special
Heart feels heavy after tough dancing.,disappointment,heart feels heavy after tough dancing
Loving this inspiring moment at the festival! #FitnessJourney,hopeful,loving this inspiring moment at the festival #fitnessjourney
Enjoying a serene day hiking at the city! #GoodVibes,awe,enjoying a serene day hiking at the city #goodvibes
Feeling down after a tough day at lake.,bitterness,feeling down after a tough day at lake
"Trying out gaming today, nothing special.",betrayal,trying out gaming today nothing special
"Spending time running at museum, feeling okay.",grateful,spending time running at museum feeling okay
"Spending time running at lake, feeling okay.",reflection,spending time running at lake feeling okay
"Trying out biking today, nothing special.",adventure,trying out biking today nothing special
Can’t wait to go running at the trail! #NatureLover,anticipation,cant wait to go running at the trail #naturelover
Feeling down after a lonely day at forest.,nostalgia,feeling down after a lonely day at forest
"Trying out meditating today, nothing special.",boredom,trying out meditating today nothing special
Just another day gardening at the museum.,wonder,just another day gardening at the museum
"Spending time swimming at market, feeling okay.",playful,spending time swimming at market feeling okay
Laughter and joy while traveling today! #GoodVibes,elation,laughter and joy while traveling today #goodvibes
"Trying out dancing today, nothing special.",fulfillment,trying out dancing today nothing special
"Trying out studying today, nothing special.",creativity,trying out studying today nothing special
"Spending time traveling at market, feeling okay.",shame,spending time traveling at market feeling okay
Feeling great after a vibrant photography session! #ArtLife,admiration,feeling great after a vibrant photography session #artlife
Enjoying a vibrant day running at the home! #MusicLover,inspiration,enjoying a vibrant day running at the home #musiclover
Feeling great after a wonderful running session! #ChasingDreams,awe,feeling great after a wonderful running session #chasingdreams
Super excited for hiking this weekend! #Mood,excitement,super excited for hiking this weekend #mood
Enjoying a stressful day meditating at the concert! #ChasingDreams,gratitude,enjoying a stressful day meditating at the concert #chasingdreams
Enjoying a lonely day biking at the concert! #LifeVibes,empowerment,enjoying a lonely day biking at the concert #lifevibes
Super excited for gardening this weekend! #CityLife,anticipation,super excited for gardening this weekend #citylife
"Trying out dancing today, nothing special.",overwhelmed,trying out dancing today nothing special
Enjoying a amazing day running at the lake! #Mood,love,enjoying a amazing day running at the lake #mood
"Trying out reading today, nothing special.",reflection,trying out reading today nothing special
Just another day gardening at the museum.,grateful,just another day gardening at the museum
Super excited for biking this weekend! #Struggle,curiosity,super excited for biking this weekend #struggle
So happy to be gardening with friends at the museum! #GoodVibes,elation,so happy to be gardening with friends at the museum #goodvibes
"Spending time biking at mountain, feeling okay.",betrayal,spending time biking at mountain feeling okay
"Trying out shopping today, nothing special.",tenderness,trying out shopping today nothing special
Struggling with exploring today.,sad,struggling with exploring today
