hate,text,cleaned_text
0,when rajiv gandhi was pm muslim women requested him for rights and to abolish triple talaaq initially he was posixe2x80xa6,rajiv gandhi pm muslim women requested rights abolish triple talaaq initially posixexxa
0,rt   is right in calling proposed legislation on triple talaaq as arbitrary amp,rt right calling proposed legislation triple talaaq arbitrary amp
0,surprisingly he reacts to shehzad poonawalas shenanigans in his poll speeches i wondxe2x80xa6,surprisingly reacts shehzad poonawalas shenanigans poll speeches wondxexxa
0,i was stunned by the way a person justified all the pathetic customs of islam like triple talaaq n halaxe2x80xa6,stunned way person justified pathetic customs islam like triple talaaq n halaxexxa
0,namaste during your visit pls explain illeffects of triple talaaq burqua fgm to the ultra conservative folksxe2x80xa6,namaste visit pls explain illeffects triple talaaq burqua fgm ultra conservative folksxexxa
0,mam closely watching ur entire event nobody talked about triple talaaq,mam closely watching ur entire event nobody talked triple talaaq
0,nlawyer has sent a message on behalf of husband that divorced according to shariath no clue how andxe2x80xa6,nlawyer sent message behalf husband divorced according shariath clue andxexxa
0,so who gave d rights to muslxe2x80xa6,gave rights muslxexxa
1,ioi n give kashmir islamic autonomy muslims right to practise  sharia amp,ioi n give kashmir islamic autonomy muslims right practise sharia amp
0,rt    surprisingly he reacts to shehzad poonawalas shenanigans in his poll speeches i wonder if he txe2x80xa6,rt surprisingly reacts shehzad poonawalas shenanigans poll speeches wonder txexxa
0,triple talaaq india considers jail for instant divorce,triple talaaq india considers jail instant divorce
0,the main issue is one sided triple talaaq,main issue one sided triple talaaq
0,for all triple talaaq ban lovers plz support them too,triple talaaq ban lovers plz support
0,2019 mein triple talaaq raam mandir article 370 xf0x9fx98x80,mein triple talaaq raam mandir article xfxfxx
0,now no need of divorce or triple talaaq simply do not link yr adhaar n you r free manwoman,need divorce triple talaaq simply link yr adhaar n r free manwoman
0,triple talaaq,triple talaaq
0,if i marry a man i want the right to triple talaaq him,marry man want right triple talaaq
0,when will us punjes get triple talaaq without getting beaten up by those toughasnails sardarnis,us punjes get triple talaaq without getting beaten toughasnails sardarnis
0,what a stupid question  if a man pronounces triplexe2x80xa6,stupid question man pronounces triplexexxa
1,for some hindutvavadis they shed crocodile tears on triple talaaq but turn into crocodiles when a muslim is murdexe2x80xa6,hindutvavadis shed crocodile tears triple talaaq turn crocodiles muslim murdexexxa
0,rt  which islamic practices of indian muslims pose a challenge to the indian state to justify their subjugation and dehumaxe2x80xa6,rt islamic practices indian muslims pose challenge indian state justify subjugation dehumaxexxa
1,halala ka pillatriple talaaq ki paidaish,halala ka pillatriple talaaq ki paidaish
0,what aspersions has he been casting he is against triple talaaq which is banned in saudi too and schxe2x80xa6,aspersions casting triple talaaq banned saudi schxexxa
0,1 are you with aarif mohamed khan do you agree that a law shud be enacted to criminalise tripletalaaxe2x80xa6,aarif mohamed khan agree law shud enacted criminalise tripletalaaxexxa
0,modi didnt mention even once,modi didnt mention even
0,shahid bhai triple talaaq pasand karte hain,shahid bhai triple talaaq pasand karte hain
0,yes he should take responsibility  and so pm modi  unabxe2x80xa6,yes take responsibility pm modi unabxexxa
0,yeh galat bat hai,yeh galat bat hai
0,as a witness to cynical politics what is the duty of a journalist,witness cynical politics duty journalist
0,rt  truth i knew truth i said  by dr kk mohammed  asi archeologist who said that babri masjid was built on top of a preexe2x80xa6,rt truth knew truth said dr kk mohammed asi archeologist said babri masjid built top preexexxa
0,rt  as a witness to cynical politics what is the duty of a journalist,rt witness cynical politics duty journalist
0,rg is hurt why hes being asked now abt building ramtemple when he hadnt bn consulted b4 demolixe2x80xa6,rg hurt hes asked abt building ramtemple hadnt bn consulted b demolixexxa
1,rt  the indian state should never be forgiven for not limited ton1 thackerays state funeraln2 babri masjidn3 akhlaqs murxe2x80xa6,rt indian state never forgiven limited ton thackerays state funeraln babri masjidn akhlaqs murxexxa
1,rt  babrimasjiddemolition  denying the plurality of the ramayana is a tool for fostering hate  vxe2x80xa6,rt babrimasjiddemolition denying plurality ramayana tool fostering hate vxexxa
0,i liked a  video  azam khan speech on babri masjid,liked video azam khan speech babri masjid
0,modivikasin place of nfoodaurangzebjobkhilji price risebabrimasjidhospitalsnehru gandhi familyhousingkxe2x80xa6,modivikasin place nfoodaurangzebjobkhilji price risebabrimasjidhospitalsnehru gandhi familyhousingkxexxa
1,rt  muslims destroyed 40k temples amp,rt muslims destroyed k temples amp
0,xe2x80x9care you the lawyer of those wanting the ram mandir or those wanting the babri masjidxe2x80x9d   none of these are goingxe2x80xa6,xexxcare lawyer wanting ram mandir wanting babri masjidxexxd none goingxexxa
0,i also agree for argumentxe2x80x99s sake that the ram temple was there in the place of babri masjid but this was almosxe2x80xa6,also agree argumentxexxs sake ram temple place babri masjid almosxexxa
0,rt         mk of dmk had told tamil musxe2x80xa6,rt mk dmk told tamil musxexxa
1,rt  alqaeda affiliate ansarghazwatulhind in kashmir circulating posters non babrimasjid demolition anniversary threatensxe2x80xa6,rt alqaeda affiliate ansarghazwatulhind kashmir circulating posters non babrimasjid demolition anniversary threatensxexxa
0,rt  ram janmabhoomibabri masjid title dispute case saw a war of words between the counsels of the two sidesn,rt ram janmabhoomibabri masjid title dispute case saw war words counsels two sidesn
1,rt  what an incredible story of kar sevaks who later embraced islam babridemolition,rt incredible story kar sevaks later embraced islam babridemolition
0,babrimasjid hearing kapilsibal was supported by senior counsels for all muslim parties present and the nirmohi akxe2x80xa6,babrimasjid hearing kapilsibal supported senior counsels muslim parties present nirmohi akxexxa
1,rahul gandhi babri masjid chahete hai qki wo congress k noya mughal baadsha aurongozeb hai jai sree raam,rahul gandhi babri masjid chahete hai qki wo congress k noya mughal baadsha aurongozeb hai jai sree raam
0,rt  babrimasjid hearing kapilsibal was supported by senior counsels for all muslim parties present and the nirmohi akhara txe2x80xa6,rt babrimasjid hearing kapilsibal supported senior counsels muslim parties present nirmohi akhara txexxa
0,chal i will go now subah milna,chal go subah milna
0,rt  as a witness to cynical politics what is the duty of a journalist senior journalist krishna pratap singh remembers thexe2x80xa6,rt witness cynical politics duty journalist senior journalist krishna pratap singh remembers thexexxa
0,i never called her a terroist i called her a separatisrmt sympathizer refer back to the tweetsxe2x80xa6,never called terroist called separatisrmt sympathizer refer back tweetsxexxa
1,if few days more given he will shift ayudhya and babri masjid to gujurat,days given shift ayudhya babri masjid gujurat
0,rt  beautifully written one of the best pieces ixe2x80x99ve read on this 25th anniversary of the demolition of the babri masjid by hixe2x80xa6,rt beautifully written one best pieces ixexxve read th anniversary demolition babri masjid hixexxa
0,xe2x80x98you want babri masjid or ram mandirxe2x80x99 pm modi asks congress    vote4bjp,xexxyou want babri masjid ram mandirxexx pm modi asks congress votebjp
0,sab jhooth hai all lies bloody fools,sab jhooth hai lies bloody fools
1,rt    to khuda ki jagah manmohan ki hi pooja kara kare muslims kisne mana kiya h fir kyu babrixe2x80xa6,rt khuda ki jagah manmohan ki hi pooja kara kare muslims kisne mana kiya h fir kyu babrixexxa
0,first modi should tell what he wants and then he should question othersn but should say thatnhe wants both mandir axe2x80xa6,first modi tell wants question othersn say thatnhe wants mandir axexxa
0,development in india is due to hard work of congress government not by demolishing babri masjid gujarat violencexe2x80xa6,development india due hard work congress government demolishing babri masjid gujarat violencexexxa
0,sab pagal hain yahan,sab pagal hain yahan
0,kab samajh aayega tujhe,kab samajh aayega tujhe
0,hindu journalism kya hai,hindu journalism kya hai
0,rt  as mongol invader babar was born in uzbekistan amp died in aftan my ques to supporters of babri masjid nn1 who gave babxe2x80xa6,rt mongol invader babar born uzbekistan amp died aftan ques supporters babri masjid nn gave babxexxa
0,kya hai bhai teri problem,kya hai bhai teri problem
0,rt  who said bjp doesnt have a manifesto for gujaratnit isnn1 dadhitopin2 shehzadan3 aurangzebn4 babarn5 love jihadn6xe2x80xa6,rt said bjp doesnt manifesto gujaratnit isnn dadhitopin shehzadan aurangzebn babarn love jihadnxexxa
0,rt  those who are today celebrating the shameful amp,rt today celebrating shameful amp
0,babrimasjiddemolition  denying the plurality of the ramayana is a tool for fostering hate  via,babrimasjiddemolition denying plurality ramayana tool fostering hate via
0,masjid mat tod,masjid mat tod
1,rt  responsible for razing babri masjid 3 guiltridden karsevaks have embraced islam hindu nahin,rt responsible razing babri masjid guiltridden karsevaks embraced islam hindu nahin
1,the die hard beyond redemption  liberals amp hindu se pyar hai,die hard beyond redemption liberals amp hindu se pyar hai
1,congresiye kabhi hindu nhi the ko kabhi ram mandir bnne nhi denge,congresiye kabhi hindu nhi ko kabhi ram mandir bnne nhi denge
1,xf0x9fx98x82xf0x9fx98x82 sab jumla hai ise bolte hai asli jumla if hes really hindu tell him 2xe2x80xa6,xfxfxxxfxfxx sab jumla hai ise bolte hai asli jumla hes really hindu tell xexxa
1,saudi mein mandir bana bhosdike madaarchod bahanchod,saudi mein mandir bana bhosdike madaarchod bahanchod
1,shia and sunni pagal hain kya chutiya mulla,shia sunni pagal hain kya chutiya mulla
1,hum sikh tumhari gaand marenge bitch randi porki,hum sikh tumhari gaand marenge bitch randi porki
1,pappu chutiya hai mulla saala madarchod,pappu chutiya hai mulla saala madarchod
1,abhi bhi chal raha hai yeh,abhi bhi chal raha hai yeh
1,porki chutiye sab kutte hain madarchod,porki chutiye sab kutte hain madarchod
1,bloody muslim chutiya gandu,bloody muslim chutiya gandu
1,har subah shaam muslim chutiya mar ta hai,har subah shaam muslim chutiya mar ta hai
1,muslim gaandu hain yeh sab,muslim gaandu hain yeh sab
1,hum tumhari gaand maarenge madarchod paki muslim,hum tumhari gaand maarenge madarchod paki muslim
1,sale sareki sare porkistan haianti nationals and anti hindus,sale sareki sare porkistan haianti nationals anti hindus
1,porkistan ke ladko ki 1st innings se satisfy ni hoti pak ki girls nd actresses isliye ind aati hain 2nd innings mexe2x80xa6,porkistan ke ladko ki st innings se satisfy ni hoti pak ki girls nd actresses isliye ind aati hain nd innings mexexxa
1,behen k laudetum jaise chutiye logmandir k chakkar apni maabehen ko babaxe2x80xa6,behen k laudetum jaise chutiye logmandir k chakkar apni maabehen ko babaxexxa
1,rt  raj babar is half katuahe doesnt know that haitis are also hindus and not muslims he should asked hum bata dete,rt raj babar half katuahe doesnt know haitis also hindus muslims asked hum bata dete
1,his was  also a muslimhis name was vaseem katua,also muslimhis name vaseem katua
1,rt  muslim girls beautiful to hoti hai par inki choot bahut badi hotikoi bta skta hai kyun,rt muslim girls beautiful hoti hai par inki choot bahut badi hotikoi bta skta hai kyun
1,lolaur body to burka mein muslim aurat ki but choot 24 hours khuli rahti hai mulxe2x80xa6,lolaur body burka mein muslim aurat ki choot hours khuli rahti hai mulxexxa
1,janm se hi hun tujh jaisi rasili raand ki sulagti choot ki aag bujhane ke liye khuda ne mujhe bheja h,janm se hi hun tujh jaisi rasili raand ki sulagti choot ki aag bujhane ke liye khuda ne mujhe bheja h
1,rt  hindu randim ki maa ki choot muslim lun dhond rhi hn kutiya,rt hindu randim ki maa ki choot muslim lun dhond rhi hn kutiya
1,ha har rajpoot hindu ki choot par muslim lund ka naam hai,ha har rajpoot hindu ki choot par muslim lund ka naam hai
1,hindu ki choot muslim k namn,hindu ki choot muslim k namn
1,please shiva meri muslim pakiza choot me apna bada sa hindu bina kata lund dal kr mujhe jannati bana do,please shiva meri muslim pakiza choot apna bada sa hindu bina kata lund dal kr mujhe jannati bana
1,koi hindu choot hai nmuslim lund s dosti karai,koi hindu choot hai nmuslim lund dosti karai
1,kutiya  apnay muslim malik k khilaon me apni choot geeli kr rahi or chuchian rubber ki tarah naram or sakxe2x80xa6,kutiya apnay muslim malik k khilaon apni choot geeli kr rahi chuchian rubber ki tarah naram sakxexxa
1,hindu randim ki maa ki choot muslim lun dhond rhi hn kutiya,hindu randim ki maa ki choot muslim lun dhond rhi hn kutiya
1,aik muslim bhai hi apki ye hijabi tehzeb dekh skta h or koi ni apka hijab lajwab or hijabi choot bemisal,aik muslim bhai hi apki ye hijabi tehzeb dekh skta h koi ni apka hijab lajwab hijabi choot bemisal
